batch,best_score,mean_score,worst_score,num_improvements,timestamp
1,0.923368,0.905344,0.887321,2,1776876008.91
2,0.924293,0.864888,0.805483,2,1776876028.07
3,0.924293,0.871026,0.821921,2,1776876063.36
4,0.924293,0.000000,0.000000,0,1776876084.82
5,0.964084,0.482042,0.000000,1,1776876122.52
