batch,best_score,mean_score,worst_score,num_improvements,timestamp
1,0.920592,0.871215,0.821839,2,1776879937.06
2,0.925218,0.873159,0.821099,2,1776879984.15
3,0.925218,0.821880,0.821880,1,1776880042.97
