batch,best_score,mean_score,worst_score,num_improvements,timestamp
1,0.964084,0.482042,0.000000,1,1776875334.36
2,0.964084,0.000000,0.000000,0,1776875367.87
3,0.964084,0.964084,0.964084,0,1776875403.15
